"Clave";"Fecha";"Pais";"Forma";"Texto";"Valido";"Reflexivo";"Complemento_de";"Aspecto_verbal";"Sujeto";"Perifrasis"
"ALCA_H32_033";"11/5/11";"España";"ría";"… eso no es peatonalizar </simultáneo> E: debería hacerse? / I: pues hombre tenemos la calle …";"no";;;;;
"ALCA_H32_033";"11/5/11";"España";"ría";"… / ¿y lo de la <vacilación/> y lo de la droguería / el<alargamiento/> olfato se consigue o …";"no";;;;;
"ALCA_H32_033";"11/5/11";"España";"ría";"… / yo tengo gente especializada en perfumería / E: ¡ah! / I: y luego en droguería pues …";"no";;;;;
"ALCA_H32_033";"11/5/11";"España";"ría";"… da un color blanco ¿no? I: claro / la mayoría de los / boquerones se hacen con <término> …";"no";;;;;
"ALCA_H32_033";"11/5/11";"España";"ría";"… bueno aquellas fiestas E: ¿y es lo que debería de ser o<alargamiento/>? I: aquellas …";"no";;;;;
"ALCA_H32_033";"11/5/11";"España";"ría";"… / las ciudades / E: sí vamos que nos gustaría otra cosa ¿no? / I: hh nos gustaría que …";"no";;;;;
"ALCA_H32_033";"11/5/11";"España";"ría";"… dirección / E: uhum I: entonces avanzaríamos más / <ruido = ""chasquido boca""/> y que …";"no";;;;;
"ALCA_H32_033";"11/5/11";"España";"ría";"… / E: ¿y si le tocara la lotería que<alargamiento/>? I: si me tocara la …";"no";;;;;
"ALCA_H32_033";"11/5/11";"España";"ría";"… E: ¿sí? I: viaja <palabra_cortada/> / viajaría más E: uhum I: pero vamos …";"no";;;;;
"ALCA_H32_033";"11/5/11";"España";"ría";"… gustos sí / se va<alargamiento/> / E: o habría que ampli<simultáneo>arla </simultáneo> I: …";"no";;;;;
"ALCA_H32_033";"11/5/11";"España";"ría";"… con la escuela de <vacilación/> / de hostelería de hacer un buen hotel pero ahí se ha …";"no";;;;;
"ALCA_H32_033";"11/5/11";"España";"ría";"… de hora / E: ¿a ti te <vacilación/> te gustaría vivir en Madrid <simultáneo> …";"no";;;;;
"ALCA_H32_033";"11/5/11";"España";"ría";"… sí / I: claro tienen que crecer / la comisaría tendrán que desdoblarla tendrán que hacer …";"no";;;;;
"ALCA_H32_033";"11/5/11";"España";"ría";"… ya están / para hacer otra comisaría E: ¡ah! ¿sí? / van a hacer …";"no";;;;;
"ALCA_H32_033";"11/5/11";"España";"ría";"… en<alargamiento/> / el caso mío de la perfumería pues tienes muy <vacilación/> un montón de …";"no";;;;;
"ALCA_H32_033";"11/5/11";"España";"ría";"… pero vamos que pasa en las tiendas de perfumería y en las tiendas de ropa / que entran …";"no";;;;;
"ALCA_H32_033";"11/5/11";"España";"ría";"… ¿sí? // ¿y cuál <vacilación/> / no te quedarías con ninguno / supongo / con Zamora ni …";"no";;;;;
"ALCA_H32_033";"11/5/11";"España";"ría";"… habido siempre / dos regimientos de caballería uno de infantería aparte de la avia …";"no";;;;;
"ALCA_H32_033";"11/5/11";"España";"ría";"… de aviación<alargamiento/> de artillería ha habido de todo aquí en Alcalá / tenemos …";"no";;;;;
"ALCA_H32_033";"11/5/11";"España";"ría";"… I: ya han desaparecido ya no hay caballería ya no hay<alargamiento/> infantería sólo …";"no";;;;;
"ALCA_H32_033";"11/5/11";"España";"ría";"… llevan muchos años dando / hh ideas / que querían hacer un hotel querían hacer un …";"no";;;;;
"ALCA_H32_033";"11/5/11";"España";"ría";"… querían hacer una residencia querían hacer muchas cosas por<alargamiento/> E: …";"no";;;;;
"ALCA_H32_033";"11/5/11";"España";"ría";"… / y de catedráticos // darle categoría E: claro / pues yo creo que ya hemos …";"no";;;;;
"ALCA_H32_033";"11/5/11";"España";"ría";"… yo eeh / como todos los alcalaínos eeh desearía lo mejor para mi ciudad // y<alargamiento/> …";"no";;;;;
"ALCA_H32_033";"11/5/11";"España";"ría";"… hacia la catedral / ahí tengo la perfumería y la droguería / E: bueno pues un día …";"no";;;;;
"ALCA_H33_051";"23/7/11";"España";"ría";"… = ""00:14""/> en primer lugar / me gustaría que me dijera cómo quiere que le trate de tú …";"no";;;;;
"ALCA_H33_051";"23/7/11";"España";"ría";"… <vacilación/> / o sea que la teoría esa del calentamiento de<alargamiento/> I: …";"no";;;;;
"ALCA_H33_051";"23/7/11";"España";"ría";"… vamos por las vivencias mías no por / mis teorías científicas / indudablemente E: ¿y qué …";"no";;;;;
"ALCA_H33_051";"23/7/11";"España";"ría";"… nevara el dos de junio pues casi nos asustaríamos / en cuanto al calentamiento sin embargo …";"no";;;;;
"ALCA_H33_051";"23/7/11";"España";"ría";"… demasiado joven y no apreciaba eso de las teorías de los cinco años de sequía y cinco años de …";"no";;;;;
"ALCA_H33_051";"23/7/11";"España";"ría";"… entre árbol y árbol como si fueran las porterías de fútbol / y jugábamos de una acera a otra …";"no";;;;;
"ALCA_H33_051";"23/7/11";"España";"ría";"… / como si fueran las porterías ¿no? // eeh / de ese momento / al otro …";"no";;;;;
"ALCA_H33_051";"23/7/11";"España";"ría";"… jugaba al fútbol // donde yo jugaba de portería a portería / con el que <vacilación/> con el …";"no";;;;;
"ALCA_H33_051";"23/7/11";"España";"ría";"… no habíamos soñado nunca / nunca / habríamos soñado / de que en un piso / donde somos …";"no";;;;;
"ALCA_H33_051";"23/7/11";"España";"ría";"… todas las comodidades de agua caliente agua fría no sé qué no sé cuantas / todas la …";"no";;;;;
"ALCA_H33_051";"23/7/11";"España";"ría";"… han bajado muchísimo / muchísimo // nunca habríamos sospechado / casi nos parecía de las …";"no";;;;;
"ALCA_H33_051";"23/7/11";"España";"ría";"… que había entre entonces y hoy E: habría que hacer algo ahí en ese <simultáneo> …";"no";;;;;
"ALCA_H33_051";"23/7/11";"España";"ría";"… // pienso que es exagerado / es decir / ¿podría haber delincuencia antes? sí / de acuerdo / …";"no";;;;;
"ALCA_H33_051";"23/7/11";"España";"ría";"… delincuencia / pero habría un dos / un tres / un cinco por ciento / de …";"no";;;;;
"ALCA_H33_051";"23/7/11";"España";"ría";"… / el periódico El Caso porque el que no quería no compraba El Caso / y no lo leía ¡eh! / …";"no";;;;;
"ALCA_H33_051";"23/7/11";"España";"ría";"… de fulano y tal de <vacilación/> de la churrería C </cita> / y entonces me dice / <cita> pero …";"no";;;;;
"ALCA_H33_051";"23/7/11";"España";"ría";"… / bueno en tercero de bachiller que hoy sería / pues aproximadamente séptimo …";"no";;;;;
"ALCA_H33_051";"23/7/11";"España";"ría";"… comportándome como <vacilación/> como lo haría cualquier adulto / pues no me dijo ni esta …";"no";;;;;
"ALCA_H33_051";"23/7/11";"España";"ría";"… hijos ocurre eso / bueno mis hijos no / serían mis nietos / mi nieto porque mi nieto el …";"no";;;;;
"ALCA_H33_051";"23/7/11";"España";"ría";"… no // yo concretamente no / y no sé cómo habría reaccionado E: ¿tuvieron<alargamiento/>? …";"no";;;;;
"ALCA_H33_051";"23/7/11";"España";"ría";"… o seis años / lo que pasa el responsable habría sido el mayor que tenía nueve // y entonces …";"no";;;;;
"ALCA_H33_051";"23/7/11";"España";"ría";"… mío / y yo me pierdo en Alcalá ¿usted me habría cobrado? </cita> digo <cita> no </cita> y …";"no";;;;;
"ALCA_H33_051";"23/7/11";"España";"ría";"… muy simpático en todos los aspectos E: ¿te irías a vivir a Torres o a un pueblo? I: sí / sí …";"no";;;;;
"ALCA_H33_051";"23/7/11";"España";"ría";"… en Torres en Meco / me es igual yo seguiría con mis relaciones con Alcalá de Henares E: …";"no";;;;;
"ALCA_H33_051";"23/7/11";"España";"ría";"… ésa de que / si yo tuviera dinero / invertiría en un garaje / y en <vacilación/> en estos …";"no";;;;;
"ALCA_H33_051";"23/7/11";"España";"ría";"… = ""38:32""/> y<alargamiento/> ¿qué le gustaría que tuviera Alcalá que no tiene? <silencio/> …";"no";;;;;
"ALCA_H33_051";"23/7/11";"España";"ría";"… <risas = ""I""/> tantas cosas // a mí me gustaría / paz tranquilidad / y eso no se puede dar / …";"no";;;;;
"ALCA_H33_051";"23/7/11";"España";"ría";"… mi mujer / porque le apreciaba mucho le quería mucho / a Óscar / y sabes que estaba …";"no";;;;;
"ALCA_H33_051";"23/7/11";"España";"ría";"… si yo tuviera que hacerlo de nuevo nunca cogería una parcela de mil quinientos metros porque …";"no";;;;;
"ALCA_H33_051";"23/7/11";"España";"ría";"… eeh más apetecible claro / lo que disfrutarías con los hijos / eeh ese es otro problema …";"no";;;;;
"ALCA_H33_051";"23/7/11";"España";"ría";"… porque aunque estén / a través de una guardería a través de un colegio a través de algo / …";"no";;;;;
"ALCA_H33_051";"23/7/11";"España";"ría";"… / e<alargamiento/>h viajar no / también habría sido ilusión mía / de que<alargamiento/> ya …";"no";;;;;
"ALCA_H33_051";"23/7/11";"España";"ría";"… <vacilación/> y me ha dado una alegría y me ha recordado pues aquellos años / …";"no";;;;;
"ALCA_H33_051";"23/7/11";"España";"ría";"… si me pudiera comprar un Mercedes no me haría la ilusión que aquel Ochocientos Cincuenta / …";"no";;;;;
"ALCA_H33_051";"23/7/11";"España";"ría";"… / si yo te contara / posiblemente no se creería <vacilación/> / no se creería que cuando F H …";"no";;;;;
"ALCA_H33_051";"23/7/11";"España";"ría";"… la <vacilación/> de la parte alta de la Hostería del Estudiante / que tenía que venir en …";"no";;;;;
"ALCA_H33_051";"23/7/11";"España";"ría";"… cada uno / y cuando cenábamos en la Hostería / ¿eh? había que poner cada uno venía A el …";"no";;;;;
"ALCA_H33_051";"23/7/11";"España";"ría";"… <vacilación/> en la<alargamiento/> Hostería / y la entrega del regalo ese / del recuerdo …";"no";;;;;
"ALCA_H33_051";"23/7/11";"España";"ría";"… qué edad tenía bueno sí sí / sí tendría treinta y tantos o cuarenta años / no / yo …";"no";;;;;
"ALCA_H33_051";"23/7/11";"España";"ría";"… si le tengo en ese momento / le habría dicho más de cuatro cosas / es lamentable / …";"no";;;;;
"ALCA_H33_051";"23/7/11";"España";"ría";"… / pero lo que sí sé es que<alargamiento/> irían mucho mejor si todas las corporaciones / de …";"no";;;;;
"ALCA_H33_051";"23/7/11";"España";"ría";"… porque la profesión de verdad / no la cambiaría por nada del mundo / el magisterio no / si …";"no";;;;;
"ALCA_H33_051";"23/7/11";"España";"ría";"… más rápidamente / de lo que algunos desearían / a lo mejor otros están deseando que me …";"no";;;;;
"ALCA_H33_051";"23/7/11";"España";"ría";"… / en la pública / en los institutos / desearía no verlo / no verlo / ese ambiente de …";"no";;;;;
"ALCA_M11_041";"6/4/11";"España";"ría";"… ella si yo me casaba y tenía hijos que no quería saber nada de los niños I: claro / …";"no";;;;;
"ALCA_M11_041";"6/4/11";"España";"ría";"… a mí también otra <vacilación/> / otro diría que<alargamiento/> I: claro E: luego tengo …";"no";;;;;
"ALCA_M11_041";"6/4/11";"España";"ría";"… hermanos </simultáneo> I: <simultáneo> diría que se </simultáneo> lo cuidase E: que …";"no";;;;;
"ALCA_M11_041";"6/4/11";"España";"ría";"… una cafetería aquí en<alargamiento/> la<alargamiento/> …";"no";;;;;
"ALCA_M11_041";"6/4/11";"España";"ría";"… a ayudarlos a ellos y entonces también dirían<alargamiento/> hh / mis cuñadas <cita> oyes …";"no";;;;;
"ALCA_M11_041";"6/4/11";"España";"ría";"… dijo que a lo mejor<alargamiento/> me tendría que ir con él / <simultáneo> y </simultáneo> …";"no";;;;;
"ALCA_M11_041";"6/4/11";"España";"ría";"… mujer lo<alargamiento/> que pensaba la mayoría E: la <simultáneo> mayoría </simultáneo> …";"no";;;;;
"ALCA_M11_041";"6/4/11";"España";"ría";"… el<alargamiento/> <vacilación/> / cómo te diría yo el límite ya decir <simultáneo> bueno …";"no";;;;;
"ALCA_M11_041";"6/4/11";"España";"ría";"… un trabajo muy bueno muy bueno me tendría que salir para colocarme a trabajar I: …";"no";;;;;
"ALCA_M11_041";"6/4/11";"España";"ría";"… <simultáneo> sí </simultáneo> E: que yo estaría ganando ahora porque a mí<alargamiento/> es …";"no";;;;;
"ALCA_M11_041";"6/4/11";"España";"ría";"… mil o veinte mil pesetas / hh muy mal me tendría que ver para quitar la mierda a <simultáneo> …";"no";;;;;
"ALCA_M11_041";"6/4/11";"España";"ría";"… luego el día de mañana diría <cita> bueno pues si he pagado un piso …";"no";;;;;
"ALCA_M11_041";"6/4/11";"España";"ría";"… allí<alargamiento/> / el caso es que podría escribir / porque bueno de hecho escribo y …";"no";;;;;
"ALCA_M11_041";"6/4/11";"España";"ría";"… no<alargamiento/> <vacilación/> / hh no podría estar<alargamiento/> si yo siempre me he …";"no";;;;;
"ALCA_M11_041";"6/4/11";"España";"ría";"… la<alargamiento/> <vacilación/> / la porquería a otra no <simultáneo> a lo mejor …";"no";;;;;
"ALCA_M11_041";"6/4/11";"España";"ría";"… buscar a ni <vacilación/> a <vacilación/> a crías pequeñas que las pagan<alargamiento/> …";"no";;;;;
"ALCA_M11_041";"6/4/11";"España";"ría";"… o<alargamiento/> </simultáneo> / una porquería / I: sí que hay veces que también …";"no";;;;;
"ALCA_M11_041";"6/4/11";"España";"ría";"… ¡ah sí! porque yo<alargamiento/> no podría estar en casa </cita> hh digo <cita> claro …";"no";;;;;
"ALCA_M11_041";"6/4/11";"España";"ría";"… a ti te quitan la<alargamiento/> porquería <simultáneo> o la mi <vacilación/> </cita> …";"no";;;;;
"ALCA_M11_041";"6/4/11";"España";"ría";"… precio que la das tú / hh también se lo podría dar yo a <simultáneo> una niña </cita> …";"no";;;;;
"ALCA_M11_041";"6/4/11";"España";"ría";"… <vacilación/> / <simultáneo> una porquería </cita> </simultáneo> I: <simultáneo> una …";"no";;;;;
"ALCA_M11_041";"6/4/11";"España";"ría";"… están trabajando en la <simultáneo> cafetería </simultáneo> I: <simultáneo> claro …";"no";;;;;
"ALCA_M11_041";"6/4/11";"España";"ría";"… pues con </simultáneo> doce años debería de saberse hacer la cama / <simultáneo> ¿no …";"no";;;;;
"ALCA_M11_041";"6/4/11";"España";"ría";"… sí </simultáneo> E: el polvo a las estanterías porque tienen muchas …";"no";;;;;
"ALCA_M12_023";"26/4/11";"España";"ría";"… la encuesta? I: nada pues que si se la queríamos hacer que estábais haciendo una encuesta …";"no";;;;;
"ALCA_M12_023";"26/4/11";"España";"ría";"… y de así de carreras que te gustaría hacer? I: pues empresariales o económicas …";"no";;;;;
"ALCA_M12_023";"26/4/11";"España";"ría";"… a la hora de trabajar qué te gustaría hacer? I: hombre la verdad es que no sé …";"no";;;;;
"ALCA_M12_023";"26/4/11";"España";"ría";"… mucho tiempo para verla // nada a mí me gustaría algo así <risas = ""todos""> // que me dejaran …";"no";;;;;
"ALCA_M12_023";"26/4/11";"España";"ría";"… es muy oscura es como no sé / un tugurio diría yo no sé no me gusta / la música bacalao de …";"no";;;;;
"ALCA_M12_023";"26/4/11";"España";"ría";"… juntos no<alargamiento/> <vacilación/> no dirían que somos hermanos / también por la edad …";"no";;;;;
"ALCA_M12_023";"26/4/11";"España";"ría";"… la vida es tranquila tú dirías o? / ¿tú crees que Alcalá es una ciudad …";"no";;;;;
"ALCA_M12_023";"26/4/11";"España";"ría";"… / yo la verdad es que a Madrid no me iría a vivir no sé lo veo totalmente diferente / …";"no";;;;;
"ALCA_M12_023";"26/4/11";"España";"ría";"… conduciendo? I: no yo iba atrás E: pero serías muy jovencita entonces ¿no? cuando I: sí …";"no";;;;;
"ALCA_M12_023";"26/4/11";"España";"ría";"… que te podi <palabra_cortada/> que te podría llegar a pasar? / porque todavía tienes …";"no";;;;;
"ALCA_M12_023";"26/4/11";"España";"ría";"… I: sí por lo que me contó sí E: ¿y eso podría tener alguna repercusión? I: hombre por lo …";"no";;;;;
"ALCA_M12_023";"26/4/11";"España";"ría";"… me ha pasado nada E: pues tu madre se llevaría un susto ¿no? I: pff encima al poco tiempo …";"no";;;;;
"ALCA_M12_023";"26/4/11";"España";"ría";"… / si pasara algo yo creo que sí que se ayudarían E: ¿sí? / o sea que hay un poco de …";"no";;;;;
"ALCA_M12_023";"26/4/11";"España";"ría";"… que sí E: ¿cómo las has conocido? ¿cómo sería la forma de contactar con <vacilación/> con …";"no";;;;;
"ALCA_M12_023";"26/4/11";"España";"ría";"… oye / ¿y<alargamiento/> tú juegas a la lotería a los ciegos o algo? I: no alguna vez he …";"no";;;;;
"ALCA_M12_023";"26/4/11";"España";"ría";"… nada E: ¿y has pensado alguna vez lo que harías si te tocara algún premio de estos de …";"no";;;;;
"ALCA_M12_023";"26/4/11";"España";"ría";"… siempre he pensado que / pero no sé si lo haría / mi madre siempre me regaña …";"no";;;;;
"ALCA_M12_023";"26/4/11";"España";"ría";"… bueno por <vacilación/> porque me gustaría montar un sitio para animales E: ¡ah! ¿sí? …";"no";;;;;
"ALCA_M12_023";"26/4/11";"España";"ría";"… de ancianos </cita> dice <cita> ¿harías eso? </cita> y yo <cita> pues sí </cita> …";"no";;;;;
"ALCA_M12_023";"26/4/11";"España";"ría";"… o sea montarías un sitio para qué ¿para recoger animales …";"no";;;;;
